Counter,Season,Game_ID,PLAYER_NAME,Team,GAME_DATE,MATCHUP,WL,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,STL,BLK,TOV,PF,PTS,PLUS_MINUS,VIDEO_AVAILABLE
1259234,1997,0029700298,Aaron Williams,SEA,"DEC 12, 1997",SEA vs. POR,W,4,0,1,0.0,0,0,0.0,0,0,0.0,0,2,2.0,0,0,0,0,0,0,3.0,0
1259235,1997,0029700273,Aaron Williams,SEA,"DEC 09, 1997",SEA @ MIN,W,3,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,1,0,0,0,0,5.0,0
1259236,1997,0029700259,Aaron Williams,SEA,"DEC 07, 1997",SEA @ MIL,L,16,1,2,0.5,0,0,0.0,5,6,0.833,2,2,4.0,1,2,0,1,3,7,5.0,0
1259255,1997,0029601163,Aaron Williams,VAN,"APR 17, 1997",VAN vs. POR,L,18,1,3,0.333,0,0,0.0,2,2,1.0,2,2,4.0,0,0,2,2,5,4,-20.0,0
1259237,1997,0029700244,Aaron Williams,SEA,"DEC 05, 1997",SEA @ DET,W,9,1,1,1.0,0,0,0.0,1,2,0.5,0,2,2.0,0,0,0,1,2,3,5.0,0
1259238,1997,0029700229,Aaron Williams,SEA,"DEC 03, 1997",SEA @ NJN,W,4,0,1,0.0,0,0,0.0,0,0,0.0,1,1,2.0,0,0,0,0,3,0,-2.0,0
1259240,1997,0029700219,Aaron Williams,SEA,"NOV 30, 1997",SEA vs. ORL,W,18,2,4,0.5,0,0,0.0,5,5,1.0,0,6,6.0,0,0,0,0,0,9,8.0,0
1259241,1997,0029700204,Aaron Williams,SEA,"NOV 28, 1997",SEA vs. SAC,W,12,6,9,0.667,0,0,0.0,0,0,0.0,2,3,5.0,0,0,2,0,2,12,-5.0,0
1259242,1997,0029700168,Aaron Williams,SEA,"NOV 22, 1997",SEA @ DEN,W,7,3,3,1.0,0,0,0.0,2,2,1.0,0,1,1.0,0,0,0,0,2,8,5.0,0
1259243,1997,0029700158,Aaron Williams,SEA,"NOV 21, 1997",SEA vs. SAS,W,7,0,4,0.0,0,0,0.0,1,2,0.5,1,2,3.0,0,0,0,0,1,1,-9.0,0
1259244,1997,0029700145,Aaron Williams,SEA,"NOV 19, 1997",SEA vs. VAN,W,10,2,3,0.667,0,0,0.0,2,3,0.667,1,2,3.0,0,0,2,2,3,6,6.0,0
1259245,1997,0029700127,Aaron Williams,SEA,"NOV 16, 1997",SEA vs. MIL,W,16,0,2,0.0,0,0,0.0,2,2,1.0,1,1,2.0,0,0,0,1,3,2,-13.0,0
1259246,1997,0029700109,Aaron Williams,SEA,"NOV 14, 1997",SEA @ UTA,L,10,1,1,1.0,0,0,0.0,2,2,1.0,0,0,0.0,0,0,3,0,1,4,-4.0,0
1259247,1997,0029700102,Aaron Williams,SEA,"NOV 13, 1997",SEA vs. DET,W,17,1,4,0.25,0,0,0.0,0,0,0.0,1,0,1.0,0,0,2,1,1,2,11.0,0
1259248,1997,0029700083,Aaron Williams,SEA,"NOV 11, 1997",SEA @ ATL,L,14,1,3,0.333,0,0,0.0,0,0,0.0,0,0,0.0,0,0,1,0,0,2,8.0,0
1259249,1997,0029700075,Aaron Williams,SEA,"NOV 09, 1997",SEA @ PHI,W,18,1,4,0.25,0,0,0.0,0,0,0.0,3,2,5.0,1,2,0,2,1,2,-1.0,0
1259239,1997,0029700221,Aaron Williams,SEA,"DEC 02, 1997",SEA @ WAS,L,9,0,1,0.0,0,0,0.0,0,0,0.0,1,1,2.0,0,0,0,0,2,0,-10.0,0
1259250,1997,0029700059,Aaron Williams,SEA,"NOV 07, 1997",SEA @ IND,W,22,4,6,0.667,0,0,0.0,2,4,0.5,1,1,2.0,1,0,1,1,2,10,-6.0,0
1259252,1997,0029700042,Aaron Williams,SEA,"NOV 04, 1997",SEA vs. HOU,W,23,5,5,1.0,0,0,0.0,2,2,1.0,0,3,3.0,0,1,1,1,4,12,14.0,0
1259253,1997,0029700013,Aaron Williams,SEA,"OCT 31, 1997",SEA @ POR,W,22,4,6,0.667,0,0,0.0,0,2,0.0,2,1,3.0,0,0,0,3,4,8,-7.0,0
1259254,1997,0029601179,Aaron Williams,VAN,"APR 19, 1997",VAN @ PHX,W,3,0,1,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,1,0,2,0,-3.0,0
1259229,1997,0029700379,Aaron Williams,SEA,"DEC 23, 1997",SEA vs. MIN,L,10,0,1,0.0,0,0,0.0,0,0,0.0,0,2,2.0,1,0,0,0,1,0,-17.0,0
1259228,1997,0029700391,Aaron Williams,SEA,"DEC 26, 1997",SEA @ SAC,W,2,0,1,0.0,0,1,0.0,0,0,0.0,0,0,0.0,0,0,0,0,2,0,-5.0,0
1259251,1997,0029700051,Aaron Williams,SEA,"NOV 06, 1997",SEA @ TOR,W,16,6,7,0.857,0,0,0.0,0,0,0.0,1,3,4.0,0,0,1,0,4,12,5.0,0
332872,1997,0029600522,Acie Earl,TOR,"JAN 15, 1997",TOR @ SEA,L,9,0,1,0.0,0,1,0.0,0,0.0,0.0,0,2,2,1,0,0,3,1,0,-19.0,0
332873,1997,0029600499,Acie Earl,TOR,"JAN 12, 1997",TOR vs. ORL,L,8,0,2,0.0,0,0,0.0,2,2.0,1.0,0,1,1,0,0,0,1,2,2,-2.0,0
332871,1997,0029600536,Acie Earl,TOR,"JAN 17, 1997",TOR @ POR,W,12,1,3,0.333,0,0,0.0,0,0.0,0.0,1,2,3,0,0,1,0,1,2,-5.0,0
332870,1997,0029600551,Acie Earl,TOR,"JAN 19, 1997",TOR @ VAN,L,8,0,2,0.0,0,0,0.0,0,0.0,0.0,0,0,0,0,2,0,0,0,0,2.0,0
332868,1997,0029600576,Acie Earl,TOR,"JAN 23, 1997",TOR vs. MIA,L,6,2,4,0.5,0,0,0.0,0,0.0,0.0,3,0,3,0,0,0,1,0,4,1.0,0
332876,1997,0029600462,Acie Earl,TOR,"JAN 07, 1997",TOR vs. LAC,L,24,3,9,0.333,0,0,0.0,1,2.0,0.5,2,3,5,2,0,1,1,4,7,10.0,0
332878,1997,0029600425,Acie Earl,TOR,"JAN 02, 1997",TOR @ ORL,L,34,8,11,0.727,0,0,0.0,7,11.0,0.636,2,4,6,2,2,6,2,4,23,17.0,0
332853,1997,0029601186,Acie Earl,MIL,"APR 20, 1997",MIL vs. CHH,W,7,1,5,0.2,0,0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,1,2,-5.0,0
332854,1997,0029601170,Acie Earl,MIL,"APR 18, 1997",MIL @ MIN,L,5,0,2,0.0,0,0,0.0,2,4.0,0.5,0,0,0,1,0,0,0,0,2,5.0,0
332855,1997,0029601133,Acie Earl,MIL,"APR 13, 1997",MIL vs. NJN,W,3,1,2,0.5,0,0,0.0,3,4.0,0.75,0,0,0,0,0,0,0,2,5,-11.0,0
332856,1997,0029601072,Acie Earl,MIL,"APR 04, 1997",MIL @ POR,L,3,1,3,0.333,0,0,0.0,0,0.0,0.0,0,1,1,1,0,0,0,0,2,2.0,0
332857,1997,0029601061,Acie Earl,MIL,"APR 03, 1997",MIL @ SEA,L,3,0,1,0.0,0,0,0.0,2,2.0,1.0,1,0,1,0,0,0,0,0,2,-6.0,0
332858,1997,0029601008,Acie Earl,MIL,"MAR 26, 1997",MIL @ LAL,L,2,2,3,0.667,0,0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,4,-1.0,0
332859,1997,0029600962,Acie Earl,MIL,"MAR 20, 1997",MIL vs. POR,L,8,1,2,0.5,0,0,0.0,0,0.0,0.0,0,5,5,0,1,1,1,0,2,6.0,0
332860,1997,0029600835,Acie Earl,MIL,"MAR 03, 1997",MIL @ CHI,L,4,1,3,0.333,0,0,0.0,0,0.0,0.0,0,1,1,0,0,0,0,1,2,3.0,0
332861,1997,0029600814,Acie Earl,MIL,"FEB 28, 1997",MIL @ IND,L,9,1,2,0.5,0,0,0.0,3,4.0,0.75,1,2,3,0,2,0,1,3,5,-4.0,0
332862,1997,0029600747,Acie Earl,TOR,"FEB 19, 1997",TOR @ SAS,W,6,3,6,0.5,0,0,0.0,0,2.0,0.0,1,1,2,0,0,0,0,0,6,1.0,0
332863,1997,0029600695,Acie Earl,TOR,"FEB 12, 1997",TOR @ ATL,L,4,1,1,1.0,0,0,0.0,0,0.0,0.0,0,0,0,0,0,2,0,0,2,6.0,0
332864,1997,0029600640,Acie Earl,TOR,"FEB 01, 1997",TOR vs. PHX,W,2,0,1,0.0,0,1,0.0,1,2.0,0.5,0,2,2,0,1,0,0,1,1,1.0,0
332865,1997,0029600617,Acie Earl,TOR,"JAN 29, 1997",TOR @ PHI,L,2,0,0,0.0,0,0,0.0,0,0.0,0.0,0,0,0,0,0,1,0,0,0,-2.0,0
332866,1997,0029600609,Acie Earl,TOR,"JAN 28, 1997",TOR vs. POR,W,7,0,0,0.0,0,0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,2,0,2.0,0
332867,1997,0029600596,Acie Earl,TOR,"JAN 25, 1997",TOR @ CHI,L,15,3,5,0.6,0,0,0.0,0,2.0,0.0,1,0,1,1,0,0,0,0,6,-11.0,0
332877,1997,0029600445,Acie Earl,TOR,"JAN 04, 1997",TOR @ DET,L,20,1,8,0.125,0,1,0.0,3,3.0,1.0,1,1,2,1,2,0,2,0,5,-15.0,0
